joannezhao, 36182, Wed May 28 20:48:53 EDT 2014



Sent AM_AVATAR_READY signal with AvatarID: 1Sent AM_AVATAR_READY signal with AvatarID: 2
Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 152: (10, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 153: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 154: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 155: (10, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 156: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 157: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 158: (10, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 159: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 160: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 161: (9, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 162: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 163: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 164: (9, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 165: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 166: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 167: (9, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 168: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 169: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 170: (9, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 171: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 172: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 173: (10, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 174: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 175: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 176: (10, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 177: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 178: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 179: (10, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 180: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 181: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 182: (10, 8) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 183: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 184: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 185: (11, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 186: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 187: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 188: (11, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 189: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 190: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 191: (10, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 192: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 193: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 194: (9, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 195: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 196: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 197: (8, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 198: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 199: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 200: (8, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 201: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 202: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 203: (8, 9) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 204: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 205: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 206: (8, 9) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 207: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 208: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 209: (9, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 210: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 211: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 212: (9, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 213: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 214: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 215: (8, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 216: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 217: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 218: (8, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 219: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 220: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 221: (8, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 222: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 223: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 224: (8, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 225: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 226: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 227: (8, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 228: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 229: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 230: (8, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 231: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 232: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 233: (8, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 234: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 235: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 236: (9, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 237: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 238: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 239: (9, 5) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 240: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 241: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 242: (8, 5) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 243: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 244: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 245: (7, 5) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 246: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 247: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 248: (7, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 249: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 250: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 251: (7, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 252: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 253: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 254: (7, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 255: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 256: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 257: (6, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 258: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 259: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 260: (6, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 261: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 262: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 263: (6, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 264: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 265: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 266: (5, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 267: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 268: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 269: (4, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 270: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 271: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 272: (4, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 273: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 274: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 275: (4, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 276: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 277: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 278: (4, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 279: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 280: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 281: (4, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 282: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 283: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 284: (4, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 285: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 286: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 287: (4, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 288: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 289: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 290: (4, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 291: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 292: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 293: (3, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 294: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 295: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 296: (3, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 297: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 298: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 299: (3, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 300: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 301: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 302: (3, 9) AM_AVATAR_MOVE Direction: EAST
Maze solved in 303 turns
Hash: 3434014728l
