joannezhao, 50890, Wed May 28 20:48:58 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 2

Sent AM_AVATAR_READY signal with AvatarID: 1Sent AM_AVATAR_READY signal with AvatarID: 3
[Avatar 0] Turn 0: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 151: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 152: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 153: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 154: (8, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 155: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 156: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 157: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 158: (7, 3) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 159: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 160: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 161: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 162: (7, 4) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 163: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 164: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 165: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 166: (7, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 167: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 168: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 169: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 170: (7, 4) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 171: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 172: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 173: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 174: (8, 4) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 175: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 176: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 177: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 178: (8, 4) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 179: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 180: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 181: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 182: (9, 4) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 183: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 184: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 186: (9, 4) AM_AVATAR_MOVE Direction: EAST
[Avatar 1] Turn 185: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 187: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 188: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 189: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 190: (10, 4) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 191: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 192: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 193: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 194: (10, 5) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 195: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 196: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 198: (10, 5) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 1] Turn 197: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 199: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 200: (4, 9) AM_AVATAR_MOVE Direction: NULL

[Avatar 1] Turn 201: (4, 9) AM_AVATAR_MOVE Direction: NULL[Avatar 2] Turn 202: (10, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 203: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 204: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 205: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 206: (10, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 207: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 208: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 209: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 210: (10, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 211: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 212: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 213: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 214: (9, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 215: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 216: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 217: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 218: (9, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 219: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 220: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 221: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 222: (9, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 223: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 224: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 225: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 226: (9, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 227: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 228: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 229: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 230: (10, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 231: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 232: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 233: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 234: (10, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 235: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 236: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 237: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 238: (10, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 239: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 240: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 241: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 242: (10, 8) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 243: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 244: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 245: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 246: (11, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 247: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 248: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 250: (11, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 249: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 251: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 252: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 253: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 254: (10, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 255: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 256: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 258: (9, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 257: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 259: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 260: (4, 9) AM_AVATAR_MOVE Direction: NULL

[Avatar 1] Turn 261: (4, 9) AM_AVATAR_MOVE Direction: NULL[Avatar 2] Turn 262: (8, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 263: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 264: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 265: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 266: (8, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 267: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 268: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 269: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 270: (8, 9) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 271: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 272: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 273: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 274: (8, 9) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 275: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 276: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 277: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 278: (9, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 279: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 280: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 282: (9, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 281: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 283: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 284: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 285: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 286: (8, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 287: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 288: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 290: (8, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 1] Turn 289: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 291: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 292: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 294: (8, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 293: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 295: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 296: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 297: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 298: (8, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 299: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 300: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 302: (8, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 301: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 303: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 304: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 306: (8, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 1] Turn 305: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 307: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 308: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 309: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 310: (8, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 311: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 312: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 314: (9, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 1] Turn 313: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 315: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 316: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 318: (9, 5) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 317: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 319: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 320: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 322: (8, 5) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 321: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 323: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 324: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 326: (7, 5) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 1] Turn 325: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 327: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 328: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 329: (4, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 330: (7, 6) AM_AVATAR_MOVE Direction: SOUTH
