joannezhao, 37907, Wed May 28 20:48:32 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 1

Sent AM_AVATAR_READY signal with AvatarID: 0Sent AM_AVATAR_READY signal with AvatarID: 2
[Avatar 0] Turn 0: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (3, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 2: (0, 4) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 3: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 4: (3, 2) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 5: (0, 3) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 6: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (3, 1) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 8: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 9: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 10: (3, 1) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 11: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 12: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (3, 1) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 14: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 15: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 16: (3, 1) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 17: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 18: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (3, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 20: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 21: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 22: (3, 2) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 23: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 24: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (4, 2) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 26: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 27: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 28: (4, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 29: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 30: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 31: (4, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 32: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 33: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 34: (3, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 35: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 36: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (2, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 38: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 39: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 40: (2, 3) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 41: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 42: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (2, 3) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 44: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 45: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 46: (2, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 47: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 48: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (1, 4) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 50: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 51: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 52: (1, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 53: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 54: (0, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 55: (0, 3) AM_AVATAR_MOVE Direction: NORTH
Maze solved in 56 turns
Hash: 1820386189l
