joannezhao, 58331, Wed May 28 20:49:34 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 1
Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (12, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 2: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 3: (12, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 4: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (12, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 6: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (12, 9) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 8: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (12, 9) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 10: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 11: (13, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 12: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (13, 9) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 14: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 15: (13, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 16: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (12, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 18: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (12, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 20: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (12, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 22: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 23: (11, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 24: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (10, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 26: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 27: (10, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 28: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 29: (10, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 30: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 31: (10, 10) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 32: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 33: (10, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 34: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 35: (9, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 36: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (9, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 38: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 39: (9, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 40: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 41: (9, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 42: (8, 9) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (9, 8) AM_AVATAR_MOVE Direction: EAST
