joannezhao, 33741, Wed May 28 03:55:54 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 1
Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (11, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 2: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 3: (11, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 4: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (12, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 6: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (12, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 8: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (13, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 10: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 11: (13, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 12: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (14, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 14: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 15: (14, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 16: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (14, 29) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 18: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (14, 30) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 20: (17, 18) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (14, 30) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 22: (17, 18) AM_AVATAR_MOVE Direction: NULL
