joannezhao, 40309, Wed May 28 07:19:02 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 2

Sent AM_AVATAR_READY signal with AvatarID: 1Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (23, 40) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 2: (43, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 3: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 4: (23, 39) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 5: (42, 20) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 6: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (23, 38) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 8: (42, 19) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 9: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 10: (23, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 11: (42, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 12: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (23, 37) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 14: (42, 18) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 15: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 16: (23, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 17: (42, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 18: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (23, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 20: (42, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 21: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 22: (23, 38) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 23: (43, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 24: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (23, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 26: (43, 18) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 27: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 28: (23, 38) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 29: (43, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 30: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 31: (23, 39) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 32: (44, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 33: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 34: (24, 39) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 35: (44, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 36: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (24, 39) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 38: (44, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 39: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 40: (24, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 41: (45, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 42: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (24, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 44: (45, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 45: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 46: (23, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 47: (45, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 48: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (22, 39) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 50: (46, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 51: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 52: (22, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 53: (46, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 54: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 55: (22, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 56: (46, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 57: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 58: (22, 39) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 59: (45, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 60: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 61: (23, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 62: (45, 20) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 63: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 64: (23, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 65: (45, 21) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 66: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 67: (24, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 68: (44, 21) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 69: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 70: (25, 40) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 71: (44, 21) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 72: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (25, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 74: (44, 21) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 75: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 76: (25, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 77: (44, 22) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 78: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 79: (25, 41) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 80: (44, 22) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 81: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 82: (25, 41) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 83: (44, 22) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 84: (40, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 85: (25, 41) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 86: (44, 23) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 87: (40, 17) AM_AVATAR_MOVE Direction: NULL
