joannezhao, 47431, Wed May 28 03:25:50 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 2

Sent AM_AVATAR_READY signal with AvatarID: 1Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (21, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 2: (13, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 3: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 4: (21, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 5: (12, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 6: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (21, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 8: (12, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 9: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 10: (21, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 11: (12, 10) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 12: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (22, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 14: (12, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 15: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 16: (22, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 17: (12, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 18: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (21, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 20: (12, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 21: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 22: (20, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 23: (11, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 24: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (20, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 26: (10, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 27: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 28: (20, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 29: (10, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 30: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 31: (20, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 32: (10, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 33: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 34: (21, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 35: (10, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 36: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (21, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 38: (10, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 39: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 40: (20, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 41: (10, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 42: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (19, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 44: (11, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 45: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 46: (18, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 47: (11, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 48: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (18, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 50: (11, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 51: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 52: (18, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 53: (11, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 54: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 55: (17, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 56: (11, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 57: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 58: (17, 9) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 59: (11, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 60: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 61: (17, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 62: (12, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 63: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 64: (17, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 65: (12, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 66: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 67: (17, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 68: (12, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 69: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 70: (17, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 71: (11, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 72: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (17, 11) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 74: (10, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 75: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 76: (18, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 77: (10, 8) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 78: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 79: (18, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 80: (11, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 81: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 82: (18, 11) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 83: (11, 8) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 84: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 85: (19, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 86: (12, 8) AM_AVATAR_MOVE Direction: EAST
