joannezhao, 59601, Wed May 28 08:58:08 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 1
[Avatar 0] Turn 0: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (70, 72) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 2: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 3: (69, 72) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 4: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (68, 72) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 6: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (68, 72) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 8: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (68, 71) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 10: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 11: (68, 71) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 12: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (68, 70) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 14: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 15: (68, 70) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 16: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (68, 70) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 18: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (69, 70) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 20: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (69, 70) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 22: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 23: (69, 71) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 24: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (70, 71) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 26: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 27: (70, 70) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 28: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 29: (70, 70) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 30: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 31: (71, 70) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 32: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 33: (71, 70) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 34: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 35: (71, 70) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 36: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (72, 70) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 38: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 39: (72, 69) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 40: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 41: (72, 69) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 42: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (72, 69) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 44: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 45: (73, 69) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 46: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 47: (73, 69) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 48: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (73, 70) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 50: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 51: (73, 70) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 52: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 53: (74, 70) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 54: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 55: (74, 70) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 56: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 57: (74, 71) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 58: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 59: (74, 71) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 60: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 61: (74, 72) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 62: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 63: (74, 72) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 64: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 65: (74, 72) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 66: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 67: (75, 72) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 68: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 69: (75, 72) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 70: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 71: (75, 73) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 72: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (75, 73) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 74: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 75: (75, 73) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 76: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 77: (76, 73) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 78: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 79: (76, 73) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 80: (61, 69) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 81: (76, 74) AM_AVATAR_MOVE Direction: WEST
