joannezhao, 60399, Wed May 28 03:22:40 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 1
[Avatar 0] Turn 0: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (21, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 2: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 3: (21, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 4: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (21, 6) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 6: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (21, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 8: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (22, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 10: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 11: (22, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 12: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (21, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 14: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 15: (20, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 16: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (20, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 18: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (20, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 20: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (20, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 22: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 23: (21, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 24: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (21, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 26: (12, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 27: (20, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 28: (12, 2) AM_AVATAR_MOVE Direction: NULL
