joannezhao, 40019, Wed May 28 06:54:46 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 1
[Avatar 0] Turn 0: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 124: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 125: (48, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 126: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 127: (47, 38) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 128: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 129: (47, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 130: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 131: (47, 38) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 132: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 133: (47, 37) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 134: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 135: (48, 37) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 136: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 137: (48, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 138: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 139: (48, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 140: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 141: (47, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 142: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 143: (47, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 144: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 145: (47, 36) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 146: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 147: (47, 36) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 148: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 149: (46, 36) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 150: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 151: (46, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 152: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 153: (46, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 154: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 155: (45, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 156: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 157: (45, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 158: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 159: (44, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 160: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 161: (44, 38) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 162: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 163: (44, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 164: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 165: (44, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 166: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 167: (44, 40) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 168: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 169: (43, 40) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 170: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 171: (43, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 172: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 173: (43, 40) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 174: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 175: (43, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 176: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 177: (43, 39) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 178: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 179: (43, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 180: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 181: (42, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 182: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 183: (42, 38) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 184: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 185: (42, 38) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 186: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 187: (42, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 188: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 189: (41, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 190: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 191: (41, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 192: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 193: (41, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 194: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 195: (40, 38) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 196: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 197: (40, 38) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 198: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 199: (40, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 200: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 201: (40, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 202: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 203: (40, 39) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 204: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 205: (41, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 206: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 207: (41, 39) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 208: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 209: (42, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 210: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 211: (42, 40) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 212: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 213: (41, 40) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 214: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 215: (40, 40) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 216: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 217: (40, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 218: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 219: (40, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 220: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 221: (41, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 222: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 223: (41, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 224: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 225: (42, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 226: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 227: (42, 40) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 228: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 229: (42, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 230: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 231: (41, 39) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 232: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 233: (40, 39) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 234: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 235: (40, 38) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 236: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 237: (40, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 238: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 239: (40, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 240: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 241: (40, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 242: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 243: (40, 38) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 244: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 245: (41, 38) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 246: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 247: (41, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 248: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 249: (41, 37) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 250: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 251: (42, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 252: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 253: (42, 37) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 254: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 255: (43, 37) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 256: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 257: (43, 37) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 258: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 259: (42, 37) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 260: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 261: (42, 38) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 262: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 263: (43, 38) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 264: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 265: (43, 38) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 266: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 267: (43, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 268: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 269: (43, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 270: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 271: (44, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 272: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 273: (44, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 274: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 275: (45, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 276: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 277: (45, 40) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 278: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 279: (45, 39) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 280: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 281: (46, 39) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 282: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 283: (46, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 284: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 285: (46, 40) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 286: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 287: (47, 40) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 288: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 289: (47, 41) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 290: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 291: (47, 42) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 292: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 293: (46, 42) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 294: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 295: (46, 42) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 296: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 297: (46, 43) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 298: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 299: (46, 43) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 300: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 301: (46, 44) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 302: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 303: (45, 44) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 304: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 305: (45, 44) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 306: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 307: (45, 44) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 308: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 309: (45, 44) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 310: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 311: (46, 44) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 312: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 313: (46, 45) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 314: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 315: (46, 45) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 316: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 317: (46, 45) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 318: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 319: (46, 45) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 320: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 321: (46, 44) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 322: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 323: (46, 44) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 324: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 325: (46, 43) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 326: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 327: (46, 43) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 328: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 329: (46, 42) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 330: (48, 43) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 331: (46, 41) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 332: (48, 43) AM_AVATAR_MOVE Direction: NULL
