joannezhao, 41172, Wed May 28 03:29:20 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 2
Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 3
Sent AM_AVATAR_READY signal with AvatarID: 1
[Avatar 0] Turn 0: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 67: (27, 28) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 68: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 69: (22, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 70: (2, 21) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 71: (27, 28) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 72: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (21, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 74: (2, 21) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 75: (27, 29) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 76: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 77: (21, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 78: (3, 21) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 79: (27, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 80: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 81: (21, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 82: (3, 21) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 83: (28, 29) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 84: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 85: (21, 1) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 86: (3, 21) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 87: (28, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 88: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 89: (21, 1) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 90: (3, 22) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 91: (29, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 92: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 93: (21, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 94: (4, 22) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 95: (29, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 96: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 97: (20, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 98: (4, 22) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 99: (28, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 100: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 101: (19, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 102: (5, 22) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 103: (28, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 104: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 105: (19, 2) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 106: (5, 22) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 107: (27, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 108: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 109: (19, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 110: (6, 22) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 111: (26, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 112: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 113: (19, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 114: (6, 21) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 115: (26, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 116: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 117: (18, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 118: (6, 20) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 119: (25, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 120: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 121: (18, 3) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 122: (6, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 123: (25, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 124: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 125: (18, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 126: (6, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 127: (25, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 128: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 129: (18, 2) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 130: (6, 18) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 131: (25, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 132: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 133: (18, 1) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 134: (6, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 135: (25, 28) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 136: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 137: (18, 1) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 138: (7, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 139: (25, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 140: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 141: (18, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 142: (7, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 143: (24, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 144: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 145: (17, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 146: (8, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 147: (24, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 148: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 149: (16, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 150: (8, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 151: (23, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 152: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 153: (15, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 154: (9, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 155: (23, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 156: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 157: (14, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 158: (9, 17) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 159: (23, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 160: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 161: (14, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 162: (9, 17) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 163: (23, 28) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 164: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 165: (14, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 166: (8, 17) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 167: (24, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 168: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 169: (14, 0) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 170: (8, 16) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 171: (24, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 172: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 173: (15, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 174: (8, 16) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 175: (24, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 176: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 177: (15, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 178: (8, 16) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 179: (23, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 180: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 181: (15, 0) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 182: (9, 16) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 183: (23, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 184: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 185: (16, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 186: (9, 15) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 187: (22, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 188: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 189: (16, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 190: (9, 14) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 191: (22, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 192: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 193: (16, 0) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 194: (9, 13) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 195: (22, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 196: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 197: (17, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 198: (9, 12) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 199: (22, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 200: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 201: (17, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 202: (9, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 203: (22, 28) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 204: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 205: (17, 0) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 206: (9, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 207: (22, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 208: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 209: (18, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 210: (8, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 211: (21, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 212: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 213: (18, 0) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 214: (8, 10) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 215: (21, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 216: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 217: (19, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 218: (8, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 219: (21, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 220: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 221: (19, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 222: (7, 10) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 223: (20, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 224: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 225: (19, 1) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 226: (7, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 227: (20, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 228: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 229: (20, 1) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 230: (7, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 231: (19, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 232: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 233: (20, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 234: (7, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 235: (19, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 236: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 237: (20, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 238: (6, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 239: (19, 26) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 240: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 241: (20, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 242: (6, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 243: (19, 26) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 244: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 245: (20, 1) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 246: (5, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 247: (18, 26) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 248: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 249: (19, 1) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 250: (5, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 251: (18, 26) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 252: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 253: (19, 1) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 254: (4, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 255: (18, 26) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 256: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 257: (19, 0) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 258: (4, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 259: (18, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 260: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 261: (18, 0) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 262: (4, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 263: (18, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 264: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 265: (18, 1) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 266: (4, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 267: (18, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 268: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 269: (18, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 270: (3, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 271: (18, 28) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 272: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 273: (18, 3) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 274: (3, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 275: (18, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 276: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 277: (18, 3) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 278: (3, 9) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 279: (17, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 280: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 281: (19, 3) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 282: (3, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 283: (17, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 284: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 285: (19, 3) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 286: (3, 10) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 287: (16, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 288: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 289: (19, 3) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 290: (4, 10) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 291: (16, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 292: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 293: (19, 2) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 294: (4, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 295: (15, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 296: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 297: (20, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 298: (4, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 299: (15, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 300: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 301: (20, 2) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 302: (3, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 303: (14, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 304: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 305: (21, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 306: (3, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 307: (14, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 308: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 309: (21, 2) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 310: (3, 12) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 311: (13, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 312: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 313: (21, 2) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 314: (3, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 315: (13, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 316: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 317: (21, 1) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 318: (3, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 319: (13, 29) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 320: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 321: (21, 0) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 322: (3, 13) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 323: (13, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 324: (0, 0) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 325: (22, 0) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 326: (3, 13) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 327: (14, 29) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 328: (0, 0) AM_AVATAR_MOVE Direction: NULL
