joannezhao, 37516, Wed May 28 04:11:21 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 1
Sent AM_AVATAR_READY signal with AvatarID: 3

Sent AM_AVATAR_READY signal with AvatarID: 2Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (9, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 2: (26, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 3: (30, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 4: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (8, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 6: (26, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 7: (30, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 8: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (7, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 10: (26, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 11: (30, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 12: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (6, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 14: (26, 11) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 15: (29, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 16: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (5, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 18: (26, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 19: (29, 26) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 20: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (5, 4) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 22: (26, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 23: (29, 26) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 24: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (5, 4) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 26: (25, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 27: (29, 26) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 28: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 29: (5, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 30: (25, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 31: (30, 26) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 32: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 33: (5, 3) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 34: (25, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 35: (30, 26) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 36: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (5, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 38: (24, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 39: (30, 26) AM_AVATAR_MOVE Direction: WEST
[Avatar 1] Turn 41: (4, 2) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 42: (24, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 40: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 3] Turn 43: (29, 26) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 44: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 45: (4, 2) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 46: (24, 12) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 47: (29, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 48: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (4, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 50: (24, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 51: (29, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 52: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 53: (3, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 54: (25, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 55: (29, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 56: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 57: (2, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 58: (25, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 59: (29, 28) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 60: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 61: (1, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 62: (26, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 63: (29, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 64: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 65: (0, 3) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 66: (26, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 67: (29, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 68: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 69: (0, 3) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 70: (27, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 71: (29, 28) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 72: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (0, 4) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 74: (27, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 75: (29, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 76: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 77: (0, 4) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 78: (28, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 79: (29, 27) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 80: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 81: (0, 5) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 82: (28, 12) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 83: (30, 27) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 84: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 85: (0, 5) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 86: (28, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 87: (30, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 88: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 89: (0, 6) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 90: (28, 12) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 91: (30, 28) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 92: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 93: (0, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 94: (27, 12) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 95: (31, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 96: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 97: (0, 6) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 98: (27, 11) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 99: (31, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 100: (23, 17) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 101: (1, 6) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 102: (28, 11) AM_AVATAR_MOVE Direction: EAST
