joannezhao, 57199, Wed May 28 07:28:10 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 1
Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 2
Sent AM_AVATAR_READY signal with AvatarID: 3
[Avatar 0] Turn 0: (15, 2) AM_AVATAR_MOVE Direction: NULL

[Avatar 2] Turn 2: (14, 19) AM_AVATAR_MOVE Direction: NORTH[Avatar 1] Turn 1: (42, 42) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 3: (38, 54) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 4: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (42, 41) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 6: (14, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 7: (38, 54) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 8: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (42, 41) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 10: (15, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 11: (37, 54) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 12: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (41, 41) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 14: (15, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 15: (37, 53) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 16: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (41, 41) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 18: (16, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 19: (37, 52) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 20: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (40, 41) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 22: (16, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 3] Turn 23: (37, 52) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 24: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 26: (17, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 1] Turn 25: (40, 41) AM_AVATAR_MOVE Direction: WEST
[Avatar 3] Turn 27: (37, 52) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 28: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 30: (17, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 1] Turn 29: (40, 41) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 3] Turn 31: (37, 52) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 32: (15, 2) AM_AVATAR_MOVE Direction: NULL

[Avatar 1] Turn 33: (40, 42) AM_AVATAR_MOVE Direction: WEST[Avatar 2] Turn 34: (18, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 3] Turn 35: (37, 53) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 36: (15, 2) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (40, 42) AM_AVATAR_MOVE Direction: EAST
