joannezhao, 56800, Wed May 28 05:14:07 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 0
Sent AM_AVATAR_READY signal with AvatarID: 1
[Avatar 0] Turn 0: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 1: (2, 24) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 2: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 3: (2, 24) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 4: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 5: (2, 24) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 6: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 7: (2, 23) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 8: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 9: (1, 23) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 10: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 11: (1, 23) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 12: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 13: (1, 24) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 14: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 15: (1, 24) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 16: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 17: (1, 25) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 18: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 19: (0, 25) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 20: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 21: (0, 25) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 22: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 23: (0, 26) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 24: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 25: (0, 26) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 26: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 27: (0, 27) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 28: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 29: (0, 27) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 30: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 31: (0, 28) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 32: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 33: (0, 28) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 34: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 35: (0, 29) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 36: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 37: (0, 29) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 38: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 39: (0, 30) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 40: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 41: (0, 30) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 42: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (0, 30) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 44: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 45: (0, 30) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 46: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 47: (0, 29) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 48: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (0, 29) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 50: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 51: (0, 28) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 52: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 53: (0, 28) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 54: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 55: (0, 27) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 56: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 57: (0, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 58: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 59: (0, 26) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 60: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 61: (0, 26) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 62: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 63: (0, 25) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 64: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 65: (0, 24) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 66: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 67: (0, 24) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 68: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 69: (0, 23) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 70: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 71: (0, 23) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 72: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (0, 22) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 74: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 75: (0, 22) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 76: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 77: (0, 22) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 78: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 79: (0, 22) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 80: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 81: (0, 23) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 82: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 83: (0, 24) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 84: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 85: (0, 25) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 86: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 87: (1, 25) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 88: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 89: (1, 25) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 90: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 91: (2, 25) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 92: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 93: (2, 25) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 94: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 95: (2, 25) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 96: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 97: (1, 25) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 98: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 99: (1, 24) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 100: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 101: (1, 23) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 102: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 103: (1, 23) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 104: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 105: (2, 23) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 106: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 107: (2, 23) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 108: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 109: (2, 23) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 110: (17, 28) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 111: (2, 24) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 112: (17, 28) AM_AVATAR_MOVE Direction: NULL
