joannezhao, 55373, Wed May 28 04:08:51 EDT 2014


Sent AM_AVATAR_READY signal with AvatarID: 1

Sent AM_AVATAR_READY signal with AvatarID: 2Sent AM_AVATAR_READY signal with AvatarID: 0
[Avatar 0] Turn 0: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 2] Turn 38: (21, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 39: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 40: (14, 18) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 41: (21, 10) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 42: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 43: (14, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 44: (22, 10) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 45: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 46: (14, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 47: (22, 10) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 48: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 49: (15, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 50: (22, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 51: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 52: (15, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 53: (22, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 54: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 55: (16, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 56: (22, 12) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 57: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 58: (16, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 59: (22, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 60: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 61: (16, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 62: (22, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 63: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 64: (17, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 65: (23, 12) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 66: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 67: (17, 18) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 68: (23, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 69: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 70: (17, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 71: (23, 12) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 72: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 73: (17, 18) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 74: (24, 12) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 75: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 76: (16, 18) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 77: (24, 12) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 78: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 79: (16, 18) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 80: (24, 13) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 81: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 82: (16, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 83: (24, 13) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 84: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 85: (16, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 86: (24, 13) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 87: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 88: (16, 19) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 89: (25, 13) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 90: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 91: (15, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 92: (25, 12) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 93: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 94: (15, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 95: (25, 11) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 96: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 97: (15, 17) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 98: (25, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 99: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 100: (16, 17) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 101: (25, 11) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 102: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 103: (16, 17) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 104: (26, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 105: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 106: (17, 17) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 107: (26, 11) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 108: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 109: (17, 17) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 110: (26, 11) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 111: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 112: (18, 17) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 113: (27, 11) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 114: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 115: (18, 16) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 116: (27, 10) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 117: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 118: (18, 16) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 119: (27, 10) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 120: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 121: (18, 15) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 122: (27, 9) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 123: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 124: (18, 15) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 125: (27, 9) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 126: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 127: (18, 14) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 128: (27, 8) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 129: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 130: (18, 14) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 131: (27, 8) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 132: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 133: (18, 14) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 134: (27, 7) AM_AVATAR_MOVE Direction: WEST
[Avatar 0] Turn 135: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 136: (18, 14) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 137: (27, 7) AM_AVATAR_MOVE Direction: NORTH
[Avatar 0] Turn 138: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 139: (18, 15) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 140: (27, 7) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 141: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 142: (19, 15) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 143: (28, 7) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 144: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 145: (19, 15) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 146: (28, 8) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 0] Turn 147: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 148: (19, 16) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 149: (28, 8) AM_AVATAR_MOVE Direction: EAST
[Avatar 0] Turn 150: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 151: (19, 17) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 152: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 153: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 154: (19, 18) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 155: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 156: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 157: (19, 18) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 158: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 159: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 160: (19, 19) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 161: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 162: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 163: (19, 19) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 164: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 165: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 166: (19, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 167: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 168: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 169: (19, 20) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 170: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 171: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 172: (19, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 173: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 174: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 175: (18, 20) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 176: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 177: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 178: (18, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 179: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 180: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 181: (18, 20) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 182: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 183: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 184: (18, 20) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 185: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 186: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 187: (19, 20) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 188: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 189: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 190: (19, 20) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 191: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 192: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 193: (19, 19) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 194: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 195: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 196: (19, 18) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 197: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 198: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 199: (19, 18) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 200: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 201: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 202: (19, 17) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 203: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 204: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 205: (19, 17) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 206: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 207: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 208: (19, 17) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 209: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 210: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 211: (19, 16) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 212: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 213: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 214: (20, 16) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 215: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 216: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 217: (20, 16) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 218: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 219: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 220: (20, 16) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 221: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 222: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 223: (20, 16) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 224: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 225: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 226: (19, 16) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 227: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 228: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 229: (19, 16) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 230: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 231: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 232: (19, 15) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 233: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 234: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 235: (19, 15) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 236: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 237: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 238: (18, 15) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 239: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 240: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 241: (18, 16) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 242: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 243: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 244: (18, 17) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 245: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 246: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 247: (18, 18) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 248: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 249: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 250: (18, 19) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 251: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 252: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 253: (17, 19) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 254: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 255: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 256: (17, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 257: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 258: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 259: (16, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 260: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 261: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 262: (15, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 263: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 264: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 265: (14, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 266: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 267: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 268: (13, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 269: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 270: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 271: (12, 20) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 272: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 273: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 274: (12, 20) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 275: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 276: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 277: (12, 20) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 278: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 279: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 280: (12, 21) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 281: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 282: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 283: (12, 21) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 284: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 285: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 286: (12, 22) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 287: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 288: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 289: (12, 22) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 290: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 291: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 292: (12, 23) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 293: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 294: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 295: (12, 23) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 296: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 297: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 298: (12, 24) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 299: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 300: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 301: (12, 24) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 302: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 303: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 304: (12, 25) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 305: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 306: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 307: (12, 25) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 308: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 309: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 310: (12, 26) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 311: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 312: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 313: (12, 26) AM_AVATAR_MOVE Direction: WEST
[Avatar 2] Turn 314: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 315: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 316: (12, 26) AM_AVATAR_MOVE Direction: SOUTH
[Avatar 2] Turn 317: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 318: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 319: (12, 27) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 320: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 321: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 322: (13, 27) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 323: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 324: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 325: (13, 26) AM_AVATAR_MOVE Direction: NORTH
[Avatar 2] Turn 326: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 327: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 328: (13, 26) AM_AVATAR_MOVE Direction: EAST
[Avatar 2] Turn 329: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 0] Turn 330: (29, 8) AM_AVATAR_MOVE Direction: NULL
[Avatar 1] Turn 331: (14, 26) AM_AVATAR_MOVE Direction: NORTH
